date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:23:17	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sat,%2008%20Apr%202023%2013:23:18%20GMT	https://www.okalpha.co/%22https://uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/5c1cf345d9afacaec3af410d_ok017-Dairy-Queen-Bowls-02.jpg%22	C:/Users/Tiphaine/Desktop/TestHTTracker/TestHTTrack/www.okalpha.co/_https_/uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/5c1cf345d9afacaec3af410d_ok017-Dairy-Queen-Bowls-02.jpg_	(from https://www.okalpha.co/shop)
22:23:18	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sat,%2008%20Apr%202023%2013:23:18%20GMT	https://www.okalpha.co/shop/retro-viewmaster	C:/Users/Tiphaine/Desktop/TestHTTracker/TestHTTrack/www.okalpha.co/shop/retro-viewmaster	(from https://www.okalpha.co/shop)
22:23:19	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sat,%2008%20Apr%202023%2013:23:19%20GMT	https://www.okalpha.co/%22https://uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/5c12631619a94a5d2008fcad_ok009---Retro-Viewmaster-01.jpg%22	C:/Users/Tiphaine/Desktop/TestHTTracker/TestHTTrack/www.okalpha.co/_https_/uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/5c12631619a94a5d2008fcad_ok009---Retro-Viewmaster-01.jpg_	(from https://www.okalpha.co/shop)
22:23:20	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sat,%2008%20Apr%202023%2013:23:20%20GMT	https://www.okalpha.co/shop/vintage-toy-train	C:/Users/Tiphaine/Desktop/TestHTTracker/TestHTTrack/www.okalpha.co/shop/vintage-toy-train	(from https://www.okalpha.co/shop)
22:23:21	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sat,%2008%20Apr%202023%2013:23:21%20GMT	https://www.okalpha.co/%22https://uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/5c1cf0f876d7bff4096ee148_ok030-Fisher-Price-Toy-Train-01.jpg%22	C:/Users/Tiphaine/Desktop/TestHTTracker/TestHTTrack/www.okalpha.co/_https_/uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/5c1cf0f876d7bff4096ee148_ok030-Fisher-Price-Toy-Train-01.jpg_	(from https://www.okalpha.co/shop)
22:23:22	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sat,%2008%20Apr%202023%2013:23:22%20GMT	https://www.okalpha.co/shop/kids-scrabble	C:/Users/Tiphaine/Desktop/TestHTTracker/TestHTTrack/www.okalpha.co/shop/kids-scrabble	(from https://www.okalpha.co/shop)
22:23:23	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sat,%2008%20Apr%202023%2013:23:23%20GMT	https://www.okalpha.co/%22https://uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/5c1cf3870bb87bc83786c5af_ok028-Junior-Scrabble-02.jpg%22	C:/Users/Tiphaine/Desktop/TestHTTracker/TestHTTrack/www.okalpha.co/_https_/uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/5c1cf3870bb87bc83786c5af_ok028-Junior-Scrabble-02.jpg_	(from https://www.okalpha.co/shop)
22:23:25	26900/26900	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Apr%202023%2013:23:24%20GMT	https://www.okalpha.co/shop/mago-toys-maker	C:/Users/Tiphaine/Desktop/TestHTTracker/TestHTTrack/www.okalpha.co/shop/mago-toys-maker.html	(from https://www.okalpha.co/shop)
22:23:26	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sat,%2008%20Apr%202023%2013:23:26%20GMT	https://www.okalpha.co/%22https://uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/5c1cf3bf529e7234d660516e_ok005-Mago-Toys-Maker-01.jpg%22	C:/Users/Tiphaine/Desktop/TestHTTracker/TestHTTrack/www.okalpha.co/_https_/uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/5c1cf3bf529e7234d660516e_ok005-Mago-Toys-Maker-01.jpg_	(from https://www.okalpha.co/shop)
22:23:27	26616/26616	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Apr%202023%2013:23:27%20GMT	https://www.okalpha.co/shop/pifco-electric-clock	C:/Users/Tiphaine/Desktop/TestHTTracker/TestHTTrack/www.okalpha.co/shop/pifco-electric-clock.html	(from https://www.okalpha.co/shop)
22:23:28	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sat,%2008%20Apr%202023%2013:23:28%20GMT	https://www.okalpha.co/%22https://uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/5c1cdb577acbafcaa1baca55_ok021-PIFCO-Electric-Clock-01.jpg%22	C:/Users/Tiphaine/Desktop/TestHTTracker/TestHTTrack/www.okalpha.co/_https_/uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/5c1cdb577acbafcaa1baca55_ok021-PIFCO-Electric-Clock-01.jpg_	(from https://www.okalpha.co/shop)
22:23:29	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sat,%2008%20Apr%202023%2013:23:29%20GMT	https://www.okalpha.co/shop/mcdonalds-olympic-mugs	C:/Users/Tiphaine/Desktop/TestHTTracker/TestHTTrack/www.okalpha.co/shop/mcdonalds-olympic-mugs	(from https://www.okalpha.co/shop)
22:23:30	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sat,%2008%20Apr%202023%2013:23:30%20GMT	https://www.okalpha.co/%22https://uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/5c1cf4230ea198cf36dea3ed_ok013-Olympic-Mugs-03.jpg%22	C:/Users/Tiphaine/Desktop/TestHTTracker/TestHTTrack/www.okalpha.co/_https_/uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/5c1cf4230ea198cf36dea3ed_ok013-Olympic-Mugs-03.jpg_	(from https://www.okalpha.co/shop)
22:23:32	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sat,%2008%20Apr%202023%2013:23:31%20GMT	https://www.okalpha.co/contact	C:/Users/Tiphaine/Desktop/TestHTTracker/TestHTTrack/www.okalpha.co/contact	(from https://www.okalpha.co/)
22:23:33	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sat,%2008%20Apr%202023%2013:23:32%20GMT	https://www.okalpha.co/work/stamp	C:/Users/Tiphaine/Desktop/TestHTTracker/TestHTTrack/www.okalpha.co/work/stamp	(from https://www.okalpha.co/)
22:23:33	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sat,%2008%20Apr%202023%2013:23:32%20GMT	https://www.okalpha.co/work/innovocean	C:/Users/Tiphaine/Desktop/TestHTTracker/TestHTTrack/www.okalpha.co/work/innovocean	(from https://www.okalpha.co/)
22:23:36	650877/650877	---M--	200	added ('OK')	image/jpeg	etag:%22f86197ecbb719180e88a2950cbf3887c%22	https://uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/5beadc28fd19d62a6f95cfbd_MakeReign_Headers_1440pWoolworths.jpg	C:/Users/Tiphaine/Desktop/TestHTTracker/TestHTTrack/uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/5beadc28fd19d62a6f95cfbd_MakeReign_Headers_1440pWoolworths.jpg	(from https://www.okalpha.co/work/makereign)
22:23:37	472530/472530	---M--	200	added ('OK')	image/jpeg	etag:%22039f1319d9953b3b4f6743ec9372252c%22	https://uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/5c33452367e66c29bfdd95d6_Image_Collage_02.jpg	C:/Users/Tiphaine/Desktop/TestHTTracker/TestHTTrack/uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/5c33452367e66c29bfdd95d6_Image_Collage_02.jpg	(from https://www.okalpha.co/work/makereign)
22:23:37	511810/511810	---M--	200	added ('OK')	image/jpeg	etag:%22ecab97e7c77c28d1b5220e6851153748%22	https://uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/5c33446eb7fbee6dd26ecf6d_Image_Collage_01.jpg	C:/Users/Tiphaine/Desktop/TestHTTracker/TestHTTrack/uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/5c33446eb7fbee6dd26ecf6d_Image_Collage_01.jpg	(from https://www.okalpha.co/work/makereign)
22:23:37	324197/324197	---M--	200	added ('OK')	image/jpeg	etag:%229760d1cad2ef23f268b170b42b565614%22	https://uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/5c33706567e66cf6d1dd9854_02.jpg	C:/Users/Tiphaine/Desktop/TestHTTracker/TestHTTrack/uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/5c33706567e66cf6d1dd9854_02.jpg	(from https://www.okalpha.co/work/makereign)
22:23:39	150480/150480	---M--	200	added ('OK')	image/jpeg	etag:%22a72f29d24f0051c05b3cccc0a88748ef%22	https://uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/5c336eca4fb9676ff9c6c27c_Image_Collage_01.jpg	C:/Users/Tiphaine/Desktop/TestHTTracker/TestHTTrack/uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/5c336eca4fb9676ff9c6c27c_Image_Collage_01.jpg	(from https://www.okalpha.co/work/makereign)
22:23:39	188240/188240	---M--	200	added ('OK')	image/jpeg	etag:%223d0f509df19da7baabffe6cf502fc0f1%22	https://uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/5c3370e55327fe191ae379ae_Image_Collage_02.jpg	C:/Users/Tiphaine/Desktop/TestHTTracker/TestHTTrack/uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/5c3370e55327fe191ae379ae_Image_Collage_02.jpg	(from https://www.okalpha.co/work/makereign)
22:23:39	197496/197496	---M--	200	added ('OK')	image/jpeg	etag:%2208ba40e7d774ea329fe22ed8f6e84342%22	https://uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/5c3473be3555c7db01bf05f6_Untitled-2.jpg	C:/Users/Tiphaine/Desktop/TestHTTracker/TestHTTrack/uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/5c3473be3555c7db01bf05f6_Untitled-2.jpg	(from https://www.okalpha.co/work/makereign)
22:23:41	744277/744277	---M--	200	added ('OK')	image/jpeg	etag:%220556d35b7283e7ef17397bd0f8995e31%22	https://uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/5c336eb99343e37bba08ecc4_01.jpg	C:/Users/Tiphaine/Desktop/TestHTTracker/TestHTTrack/uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/5c336eb99343e37bba08ecc4_01.jpg	(from https://www.okalpha.co/work/makereign)
22:23:43	171845/171845	---M--	200	added ('OK')	image/jpeg	etag:%22d5fc8063fd081deb114864f293607fae%22	https://uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/600a8374cce6c16973fb4e0c_Still-05.jpg	C:/Users/Tiphaine/Desktop/TestHTTracker/TestHTTrack/uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/600a8374cce6c16973fb4e0c_Still-05.jpg	(from https://www.okalpha.co/work/sanlam-indie-explainers)
22:23:43	252418/252418	---M--	200	added ('OK')	image/jpeg	etag:%22f5b659a38091a85faf4e027646a1b0d3%22	https://uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/600a87a8fcc3c9299b2c4365_Still-03.jpg	C:/Users/Tiphaine/Desktop/TestHTTracker/TestHTTrack/uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/600a87a8fcc3c9299b2c4365_Still-03.jpg	(from https://www.okalpha.co/work/sanlam-indie-explainers)
22:23:44	501940/501940	---M--	200	added ('OK')	image/jpeg	etag:%22a7607ac78658bfc8d23acdf2da8555d6%22	https://uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/60116cae3be3ea5e0f4eef40_wolfandwhale-03.jpg	C:/Users/Tiphaine/Desktop/TestHTTracker/TestHTTrack/uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/60116cae3be3ea5e0f4eef40_wolfandwhale-03.jpg	(from https://www.okalpha.co/work/wolf-whale)
22:23:45	93713/93713	---M--	200	added ('OK')	image/jpeg	etag:%2266faf993befc2d2360915a685010dc44%22	https://uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/6011702383be1c5d7e1809b8_wolfandwhale-05.jpg	C:/Users/Tiphaine/Desktop/TestHTTracker/TestHTTrack/uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/6011702383be1c5d7e1809b8_wolfandwhale-05.jpg	(from https://www.okalpha.co/work/wolf-whale)
22:23:46	266747/266747	---M--	200	added ('OK')	image/jpeg	etag:%22d47f5896db5f5b2d6bde4e8f1bd17f83%22	https://uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/600ab31c4c55190b1f4826fc_Still-02.jpg	C:/Users/Tiphaine/Desktop/TestHTTracker/TestHTTrack/uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/600ab31c4c55190b1f4826fc_Still-02.jpg	(from https://www.okalpha.co/work/faithful-to-nature-social-ads)
22:23:47	532057/532057	---M--	200	added ('OK')	image/jpeg	etag:%222ce9409fadca89d3d03bc7e4dcaa40a5%22	https://uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/600ad171a4143c6e2d13b209_Still-04.jpg	C:/Users/Tiphaine/Desktop/TestHTTracker/TestHTTrack/uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/600ad171a4143c6e2d13b209_Still-04.jpg	(from https://www.okalpha.co/work/faithful-to-nature-social-ads)
22:23:48	923255/923255	---M--	200	added ('OK')	image/jpeg	etag:%22759b11a8737c1302a8adcd54e6654e75%22	https://uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/600ecad213817f4a14061b14_ftn-01.jpg	C:/Users/Tiphaine/Desktop/TestHTTracker/TestHTTrack/uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/600ecad213817f4a14061b14_ftn-01.jpg	(from https://www.okalpha.co/work/faithful-to-nature-social-ads)
22:23:48	716157/716157	---M--	200	added ('OK')	image/jpeg	etag:%22e536e2e88e730a50e8a5dbd9fc9a9cb2%22	https://uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/600e840d602dd34c22490fee_Still-02.jpg	C:/Users/Tiphaine/Desktop/TestHTTracker/TestHTTrack/uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/600e840d602dd34c22490fee_Still-02.jpg	(from https://www.okalpha.co/work/faithful-to-nature-social-ads)
22:23:59	1254701/1254701	---M--	200	added ('OK')	image/jpeg	etag:%22e3de2f36670fd5742b1a79a283795aff%22	https://uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/60111e0c5d235356c2dbf481_FaithfultoNature-Process.jpg	C:/Users/Tiphaine/Desktop/TestHTTracker/TestHTTrack/uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/60111e0c5d235356c2dbf481_FaithfultoNature-Process.jpg	(from https://www.okalpha.co/work/faithful-to-nature-social-ads)
22:24:01	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sat,%2008%20Apr%202023%2013:23:50%20GMT	https://www.okalpha.co/work/over-ar	C:/Users/Tiphaine/Desktop/TestHTTracker/TestHTTrack/www.okalpha.co/work/over-ar	(from https://www.okalpha.co/work)
22:24:01	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sat,%2008%20Apr%202023%2013:23:50%20GMT	https://www.okalpha.co/work/over-motion	C:/Users/Tiphaine/Desktop/TestHTTracker/TestHTTrack/www.okalpha.co/work/over-motion	(from https://www.okalpha.co/work)
22:24:01	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sat,%2008%20Apr%202023%2013:23:50%20GMT	https://www.okalpha.co/work/indiefin-tvtail	C:/Users/Tiphaine/Desktop/TestHTTracker/TestHTTrack/www.okalpha.co/work/indiefin-tvtail	(from https://www.okalpha.co/work)
22:24:01	3829/3829	---MCZ	200	added ('OK')	text/css	etag:W/%22ef5-5b010fbd138a5%22	https://web.goodweb.host/nice-select.css	C:/Users/Tiphaine/Desktop/TestHTTracker/TestHTTrack/web.goodweb.host/nice-select.css	(from https://www.okalpha.co/shop/okalpha-enamel-pin)
22:24:02	278883/278883	---M--	200	added ('OK')	image/jpeg	etag:%22d6283b7552764257fba9e1eae6dd4cd8%22	https://uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/5c1cdc2cac10cd60f6966b66_ok000-Okalpha-Enamel-Pin-01.jpg	C:/Users/Tiphaine/Desktop/TestHTTracker/TestHTTrack/uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/5c1cdc2cac10cd60f6966b66_ok000-Okalpha-Enamel-Pin-01.jpg	(from https://www.okalpha.co/shop/okalpha-enamel-pin)
22:24:04	265839/265839	---M--	200	added ('OK')	image/jpeg	etag:%22057a66fa8c5d6d765606231795ab00de%22	https://uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/5c1cdc3076d7bf40566ee066_ok000-Okalpha-Enamel-Pin-02.jpg	C:/Users/Tiphaine/Desktop/TestHTTracker/TestHTTrack/uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/5c1cdc3076d7bf40566ee066_ok000-Okalpha-Enamel-Pin-02.jpg	(from https://www.okalpha.co/shop/okalpha-enamel-pin)
22:24:04	374022/374022	---M--	200	added ('OK')	image/jpeg	etag:%225513e7c7fec02a18b673012c937dc2cc%22	https://uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/5c1cdc32235a943e054a7e75_ok000-Okalpha-Enamel-Pin-03.jpg	C:/Users/Tiphaine/Desktop/TestHTTracker/TestHTTrack/uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/5c1cdc32235a943e054a7e75_ok000-Okalpha-Enamel-Pin-03.jpg	(from https://www.okalpha.co/shop/okalpha-enamel-pin)
22:24:05	5825/5825	---MCZ	200	added ('OK')	application/javascript	etag:W/%2216c1-5b010fbcaacb9%22	https://web.goodweb.host/jquery.nice-select.js	C:/Users/Tiphaine/Desktop/TestHTTracker/TestHTTrack/web.goodweb.host/jquery.nice-select.js	(from https://www.okalpha.co/shop/okalpha-enamel-pin)
22:24:07	10957/10957	---MCZ	200	added ('OK')	application/javascript	etag:W/%222acd-5b010f723853c%22	https://web.goodweb.host/goodwebhost-country.js	C:/Users/Tiphaine/Desktop/TestHTTracker/TestHTTrack/web.goodweb.host/goodwebhost-country.js	(from https://www.okalpha.co/shop/okalpha-enamel-pin)
22:24:07	320305/320305	---M--	200	added ('OK')	image/jpeg	etag:%222972f00510c74bea2b65eeeb5bd66639%22	https://uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/5c1269e0cde23842f0e92a1f_ok040---Mondrian-Coloured-Pencils-02.jpg	C:/Users/Tiphaine/Desktop/TestHTTracker/TestHTTrack/uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/5c1269e0cde23842f0e92a1f_ok040---Mondrian-Coloured-Pencils-02.jpg	(from https://www.okalpha.co/shop/mondrian-pencils)
22:24:08	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sat,%2008%20Apr%202023%2013:24:07%20GMT	https://www.okalpha.co/%22https://uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/5c1cdc2cac10cd60f6966b66_ok000-Okalpha-Enamel-Pin-01.jpg%22	C:/Users/Tiphaine/Desktop/TestHTTracker/TestHTTrack/www.okalpha.co/_https_/uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/5c1cdc2cac10cd60f6966b66_ok000-Okalpha-Enamel-Pin-01.jpg_	(from https://www.okalpha.co/shop)
22:24:10	152125/152125	---M--	200	added ('OK')	image/jpeg	etag:%22915dc061c98c1eed03a2e6e75049369e%22	https://uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/5c1cdd8b235a94625b4a7e7e_ok040---Mondrian-Coloured-Pencils-03.jpg	C:/Users/Tiphaine/Desktop/TestHTTracker/TestHTTrack/uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/5c1cdd8b235a94625b4a7e7e_ok040---Mondrian-Coloured-Pencils-03.jpg	(from https://www.okalpha.co/shop/mondrian-pencils)
22:24:10	295910/295910	---M--	200	added ('OK')	image/jpeg	etag:%22f9f47550fd37587c5d14b25511bf44e5%22	https://uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/5c12683d830453ccd28d088b_ok040---Mondrian-Coloured-Pencils-01.jpg	C:/Users/Tiphaine/Desktop/TestHTTracker/TestHTTrack/uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/5c12683d830453ccd28d088b_ok040---Mondrian-Coloured-Pencils-01.jpg	(from https://www.okalpha.co/shop/mondrian-pencils)
22:24:11	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sat,%2008%20Apr%202023%2013:24:10%20GMT	https://www.okalpha.co/%22https://uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/5c1269e0cde23842f0e92a1f_ok040---Mondrian-Coloured-Pencils-02.jpg%22	C:/Users/Tiphaine/Desktop/TestHTTracker/TestHTTrack/www.okalpha.co/_https_/uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/5c1269e0cde23842f0e92a1f_ok040---Mondrian-Coloured-Pencils-02.jpg_	(from https://www.okalpha.co/shop)
22:24:12	124375/124375	---M--	200	added ('OK')	image/jpeg	etag:%226886eb53f055bc2686d2bbbefbbc3640%22	https://uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/5c78e117a6ddc93097226331_ok015-Retro-Water-Jug-03.jpg	C:/Users/Tiphaine/Desktop/TestHTTracker/TestHTTrack/uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/5c78e117a6ddc93097226331_ok015-Retro-Water-Jug-03.jpg	(from https://www.okalpha.co/shop/retro-water-jug)
22:24:14	118949/118949	---M--	200	added ('OK')	image/jpeg	etag:%226bbb2fa8efef8cf96cbe0fb9993a19d5%22	https://uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/5c78e11aeb401506276a8d33_ok015-Retro-Water-Jug-02.jpg	C:/Users/Tiphaine/Desktop/TestHTTracker/TestHTTrack/uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/5c78e11aeb401506276a8d33_ok015-Retro-Water-Jug-02.jpg	(from https://www.okalpha.co/shop/retro-water-jug)
22:24:15	108835/108835	---M--	200	added ('OK')	image/jpeg	etag:%223afd28a183cedd80b962a24cafb649fd%22	https://uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/5c78e11feb40154a466a8d34_ok015-Retro-Water-Jug-01.jpg	C:/Users/Tiphaine/Desktop/TestHTTracker/TestHTTrack/uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/5c78e11feb40154a466a8d34_ok015-Retro-Water-Jug-01.jpg	(from https://www.okalpha.co/shop/retro-water-jug)
22:24:15	104033/104033	---M--	200	added ('OK')	image/jpeg	etag:%2211df41be46254c9d21a458dfb3b2e1fb%22	https://uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/5c1cdcab08dbeb67f1056ab1_ok002-Goofy-Bin-01.jpg	C:/Users/Tiphaine/Desktop/TestHTTracker/TestHTTrack/uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/5c1cdcab08dbeb67f1056ab1_ok002-Goofy-Bin-01.jpg	(from https://www.okalpha.co/shop/disney-goofy-bin)
22:24:15	139435/139435	---M--	200	added ('OK')	image/jpeg	etag:%225895634d5ef7b57945acdcbf12098dfb%22	https://uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/5c1cdcad5744ab8d35b3cef2_ok002-Goofy-Bin-02.jpg	C:/Users/Tiphaine/Desktop/TestHTTracker/TestHTTrack/uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/5c1cdcad5744ab8d35b3cef2_ok002-Goofy-Bin-02.jpg	(from https://www.okalpha.co/shop/disney-goofy-bin)
22:24:16	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sat,%2008%20Apr%202023%2013:24:14%20GMT	https://www.okalpha.co/%22https://uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/5c78e117a6ddc93097226331_ok015-Retro-Water-Jug-03.jpg%22	C:/Users/Tiphaine/Desktop/TestHTTracker/TestHTTrack/www.okalpha.co/_https_/uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/5c78e117a6ddc93097226331_ok015-Retro-Water-Jug-03.jpg_	(from https://www.okalpha.co/shop)
22:24:18	116354/116354	---M--	200	added ('OK')	image/jpeg	etag:%22971a457f63166855f4052949b0a2e050%22	https://uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/5c1cdcaf529e7285cc604ffb_ok002-Goofy-Bin-03.jpg	C:/Users/Tiphaine/Desktop/TestHTTracker/TestHTTrack/uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/5c1cdcaf529e7285cc604ffb_ok002-Goofy-Bin-03.jpg	(from https://www.okalpha.co/shop/disney-goofy-bin)
22:24:18	420628/420628	---M--	200	added ('OK')	image/jpeg	etag:%22db64d445823b8c398ada465f0c98dfe3%22	https://uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/63e0b9d1d2a0eb0206066c7c_Gridlock-Sold.jpg	C:/Users/Tiphaine/Desktop/TestHTTracker/TestHTTrack/uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/63e0b9d1d2a0eb0206066c7c_Gridlock-Sold.jpg	(from https://www.okalpha.co/shop/gridlock)
22:24:18	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sat,%2008%20Apr%202023%2013:24:18%20GMT	https://www.okalpha.co/%22https://uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/5c1cdcab08dbeb67f1056ab1_ok002-Goofy-Bin-01.jpg%22	C:/Users/Tiphaine/Desktop/TestHTTracker/TestHTTrack/www.okalpha.co/_https_/uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/5c1cdcab08dbeb67f1056ab1_ok002-Goofy-Bin-01.jpg_	(from https://www.okalpha.co/shop)
22:24:19	514059/514059	---M--	200	added ('OK')	image/png	etag:%227a85e0fa20dd12b04532fe2f65ce2bf6%22	https://uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/63e0fb71a0e597f272b25434_Gridlock-Sold-Detail1.png	C:/Users/Tiphaine/Desktop/TestHTTracker/TestHTTrack/uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/63e0fb71a0e597f272b25434_Gridlock-Sold-Detail1.png	(from https://www.okalpha.co/shop/gridlock)
22:24:26	569202/569202	---M--	200	added ('OK')	image/png	etag:%22ba0495985fded2cdf74ec99956891cc0%22	https://uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/63e0fb688952d64a3c7635a3_Gridlock-Sold-Detail2.png	C:/Users/Tiphaine/Desktop/TestHTTracker/TestHTTrack/uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/63e0fb688952d64a3c7635a3_Gridlock-Sold-Detail2.png	(from https://www.okalpha.co/shop/gridlock)
22:24:27	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sat,%2008%20Apr%202023%2013:24:21%20GMT	https://www.okalpha.co/%22https://uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/63e0b9d1d2a0eb0206066c7c_Gridlock-Sold.jpg%22	C:/Users/Tiphaine/Desktop/TestHTTracker/TestHTTrack/www.okalpha.co/_https_/uploads-ssl.webflow.com/5b140991da3c5ca736fe11aa/63e0b9d1d2a0eb0206066c7c_Gridlock-Sold.jpg_	(from https://www.okalpha.co/shop)
